Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L,Road_City,Road_Highway,Road_Rural
CAR113,19.64,0,33.2,1792.0,31.8,0,1,313.1,0.8,2.39,82.29,7.894,0,1,0
CAR167,23.83,10,23.3,2838.0,15.0,1,2,120.4,0.7,1.23,26.24,3.902,1,0,0
CAR116,33.19,10,75.8,1739.0,48.0,0,1,297.7,0.35,4.37,324.9,31.5305,0,0,1
CAR169,22.72,20,84.5,1731.0,27.85,1,2,409.1,0.05,1.54,131.08,19.614,0,1,0
CAR085,13.22,20,43.7,873.0,34.4,0,0,245.0,0.54,3.9,165.29,12.559,1,0,0
CAR079,19.49,85,65.4,2260.0,20.5,0,1,398.7,0.62,0.99,64.99,18.5155,0,1,0
CAR139,27.44,10,80.8,1742.0,35.2,1,2,417.6,0.62,4.08,334.51,26.068,0,1,0
CAR138,4.48,85,67.9,2483.0,25.9,0,2,243.8,0.66,3.3,217.82,4.256,0,1,0
CAR154,36.84,20,39.1,2212.0,34.4,1,0,423.2,0.43,3.34,130.61,19.67,1,0,0
CAR095,20.02,20,5.0,3199.0,22.3,1,1,448.8,0.54,0.93,4.7,0.753,0,1,0
CAR037,16.58,10,44.6,2089.0,29.0,1,2,258.2,0.53,3.39,157.09,15.750999999999998,0,1,0
CAR170,14.99,20,39.8,1440.0,36.9,1,1,348.8,0.56,1.55,64.59,10.952,1,0,0
CAR063,44.0,85,45.8,1068.0,25.0,1,1,254.6,0.21,3.44,158.39,35.01175,0,0,1
CAR063,29.11,10,77.7,2073.0,29.7,0,2,259.3,0.6,0.5,33.31,4.534,1,0,0
CAR108,16.54,10,89.4,2208.0,30.3,1,1,372.6,0.61,1.37,121.46,15.713,1,0,0
CAR191,14.71,20,54.4,2091.0,30.5,1,2,230.7,0.55,0.95,47.76,8.381,0,0,1
CAR002,23.06,0,40.5,2302.0,41.2,1,0,250.2,0.48,1.09,43.22,5.014,1,0,0
CAR008,37.25,20,72.9,1246.0,25.3,1,1,97.5,0.6,2.78,207.58,35.01175,1,0,0
CAR187,6.56,20,105.8,2708.0,43.2,1,2,115.9,0.21,2.8,294.52,6.231999999999999,1,0,0
CAR118,2.99,10,77.8,1905.0,14.1,1,1,215.1,0.18,3.05,237.95,2.8405,1,0,0
CAR049,6.47,85,66.1,2230.0,17.2,0,2,189.8,0.53,1.54,102.02,6.1465,1,0,0
CAR151,34.02,85,22.6,2440.0,40.7,1,1,394.4,0.39,2.67,58.73,21.018,1,0,0
CAR158,20.84,20,16.0,1381.0,21.6,1,0,284.5,0.14,3.51,51.2,6.54,0,1,0
CAR091,3.8,0,82.1,2262.0,26.6,0,0,443.6,0.09,2.02,154.58,3.61,0,0,1
CAR180,18.3,20,36.9,2208.0,28.1,1,1,193.5,0.76,4.14,137.13,17.385,1,0,0
CAR124,39.87,0,33.9,2657.0,27.5,1,0,173.5,0.32,1.3,41.9,3.825,1,0,0
CAR032,15.13,20,50.8,2417.0,39.6,1,0,187.4,0.73,1.25,54.77,9.282,0,0,1
CAR072,10.26,10,57.5,1477.0,29.0,0,1,259.3,0.18,3.24,160.89,9.747,1,0,0
CAR046,27.81,20,29.8,2064.0,29.5,0,0,315.2,0.17,3.62,107.93,13.308,0,1,0
CAR123,34.14,0,24.8,2273.0,27.85,0,0,156.9,0.63,1.17,28.93,2.779,1,0,0
CAR182,5.78,20,23.0,2783.0,16.6,1,1,330.0,0.48,3.6,85.71,5.491,0,0,1
CAR108,33.52,85,76.3,3564.0,31.2,0,0,123.6,0.78,3.43,259.07,31.844,0,1,0
CAR149,20.75,10,50.7,1253.0,35.8,1,1,252.1,0.13,2.71,133.36,15.869,0,0,1
CAR017,31.43,10,26.1,2294.0,21.4,1,1,259.3,0.28,3.71,90.69,9.032,0,1,0
CAR194,12.98,0,68.4,1644.0,5.0,0,2,404.1,0.08,3.11,188.49,12.331,1,0,0
CAR051,20.85,20,76.4,2697.0,22.8,0,2,236.5,0.75,3.25,256.06,19.8075,1,0,0
CAR134,21.58,10,60.7,2208.0,27.85,1,1,132.3,0.41,2.01,127.38,16.93,1,0,0
CAR086,16.01,10,39.8,2706.0,13.6,0,2,249.9,0.36,4.38,164.85,15.2095,0,1,0
CAR142,40.8,10,46.7,2889.0,25.2,0,2,95.3,0.61,4.0,171.72,24.602,0,0,1
CAR179,35.97,20,38.0,2803.0,31.6,0,1,312.4,0.47,3.92,147.52,24.967,1,0,0
CAR190,4.56,20,18.2,1990.0,25.4,1,1,76.3,0.72,0.43,7.8,1.342,1,0,0
CAR093,35.38,10,57.9,2477.0,21.0,0,0,363.8,0.26,3.52,202.36,23.932,1,0,0
CAR131,23.5,10,54.7,2291.0,29.3,1,0,164.3,0.37,1.21,67.67,7.05,0,1,0
CAR087,31.85,85,16.2,1299.0,39.3,0,1,314.7,0.6,3.55,50.06,17.268,1,0,0
CAR163,22.73,10,54.8,2813.0,21.6,0,1,107.4,0.67,0.42,19.82,2.946,1,0,0
CAR103,40.23,85,82.0,2945.0,27.85,1,1,291.4,0.68,2.2,175.91,35.01175,1,0,0
CAR092,17.71,0,40.0,1957.0,20.2,1,1,77.8,0.72,0.65,25.6,3.011,1,0,0
CAR051,7.72,10,41.4,1406.0,31.7,1,2,324.7,0.25,2.63,107.07,7.334,1,0,0
CAR196,32.49,10,98.8,2557.0,37.0,1,2,276.3,0.19,0.41,38.37,6.088,1,0,0
CAR169,12.9,10,48.9,2736.0,36.6,1,0,354.5,0.43,3.94,191.09,12.255,0,1,0
CAR175,38.31,10,25.1,2750.0,27.5,1,1,359.3,0.42,1.09,25.39,3.134,0,1,0
CAR014,3.68,20,55.2,1502.0,15.4,0,0,394.2,0.8,3.78,191.25,3.496,1,0,0
CAR183,20.44,85,51.0,2587.0,33.5,1,1,428.6,0.84,2.47,119.3,19.418,1,0,0
CAR020,3.76,0,53.9,3012.0,34.9,1,1,275.8,0.06,4.17,200.13,3.572,0,1,0
CAR160,24.01,0,52.7,2406.0,37.9,0,1,96.8,0.45,0.25,12.31,1.215,1,0,0
CAR200,37.62,10,54.7,1487.0,31.4,0,0,292.0,0.16,3.05,167.4,15.074,0,0,1
CAR169,41.5,10,30.9,2013.0,32.0,1,2,175.4,0.2,1.93,56.79,8.228,1,0,0
CAR029,31.45,10,71.3,2689.0,21.3,0,0,259.3,0.43,4.11,251.13,29.8775,1,0,0
CAR025,31.23,10,21.2,1456.0,25.3,1,1,202.2,0.62,4.06,82.71,10.137,0,1,0
CAR019,43.19,0,24.2,2908.0,29.9,1,2,361.6,0.51,2.28,55.13,5.898,0,1,0
CAR131,10.63,0,43.2,2204.0,22.6,0,2,218.3,0.27,1.2,45.78,4.812,1,0,0
CAR064,24.61,20,46.6,1030.0,40.0,1,1,160.5,0.9,1.9,90.66,17.41,1,0,0
CAR045,18.86,10,46.4,1487.0,18.7,0,2,91.2,0.17,0.42,19.27,2.282,1,0,0
CAR149,25.85,85,63.8,2139.0,20.9,1,1,198.1,0.76,3.89,234.29,24.5575,1,0,0
CAR052,21.77,10,51.2,2125.0,23.9,1,2,142.5,0.72,3.81,168.96,20.6815,1,0,0
CAR104,30.95,10,48.3,2436.0,32.5,1,2,81.9,0.66,1.65,69.37,10.207,1,0,0
CAR131,35.5,20,50.4,3028.0,33.5,1,1,89.8,0.14,0.68,33.61,4.469,1,0,0
CAR110,44.65,20,38.4,1724.0,36.6,0,1,177.3,0.39,1.26,45.4,6.967,1,0,0
CAR125,7.59,20,42.7,2338.0,29.8,0,0,216.9,0.86,3.45,142.15,7.2105,1,0,0
CAR111,41.64,10,48.2,1481.0,35.0,1,1,249.9,0.11,2.74,116.42,13.819,1,0,0
CAR017,4.58,10,59.3,2438.0,34.8,1,0,428.1,0.39,3.03,183.67,4.351,1,0,0
CAR059,24.05,20,67.6,1920.0,36.6,1,1,271.8,0.89,1.08,65.89,11.256,0,0,1
CAR047,2.53,20,45.9,2855.0,36.8,1,2,152.9,0.82,0.85,35.9,2.4035,1,0,0
CAR017,16.76,0,34.5,1319.0,38.9,0,1,263.6,0.23,0.52,17.71,1.374,0,1,0
CAR073,30.17,20,38.1,2641.0,29.0,1,1,265.1,0.64,4.39,173.46,28.6615,1,0,0
CAR116,39.56,0,45.3,1643.0,28.0,1,1,321.6,0.22,1.8,75.84,6.743,0,0,1
CAR194,14.91,0,77.0,2631.0,19.3,1,2,344.9,0.11,4.0,315.96,14.1645,1,0,0
CAR156,4.76,10,52.3,1926.0,30.3,1,1,89.7,0.34,2.06,93.19,4.521999999999999,0,1,0
CAR160,36.5,10,76.1,2544.0,38.2,1,2,169.4,0.29,3.47,248.72,34.675,0,0,1
CAR156,6.92,10,52.2,2208.0,27.0,1,2,230.9,0.14,1.77,87.49,6.574,0,0,1
CAR079,28.33,0,47.9,1884.0,17.9,1,2,156.7,0.8,2.48,101.91,10.372,0,1,0
CAR061,36.26,10,79.9,2234.0,24.0,0,0,376.9,0.28,4.25,301.71,28.381,0,1,0
CAR023,21.53,10,61.1,2560.0,33.0,0,2,194.9,0.17,4.08,229.53,20.4535,0,1,0
CAR033,23.66,10,10.2,2198.0,31.6,1,1,331.7,0.08,4.23,40.5,4.487,0,0,1
CAR010,24.23,20,53.6,2169.0,26.3,1,0,433.3,0.13,1.43,66.89,9.459,1,0,0
CAR016,4.37,10,46.8,1419.0,17.7,1,0,352.1,0.7,0.71,32.31,4.1515,1,0,0
CAR058,37.27,10,35.0,2665.0,34.7,0,0,237.4,0.17,0.4,12.51,1.282,0,0,1
CAR035,23.76,20,49.2,1563.0,23.3,0,2,340.9,0.51,3.74,163.18,22.572,1,0,0
CAR145,34.64,20,36.0,2349.0,14.2,1,0,85.9,0.06,2.67,88.19,11.32,0,1,0
CAR007,24.79,0,41.4,1611.0,27.5,0,0,350.2,0.09,2.35,84.43,5.489,0,1,0
CAR151,2.62,10,52.9,1852.0,31.4,1,1,184.4,0.41,0.84,45.15,2.489,1,0,0
CAR045,20.64,20,30.8,1777.0,32.2,0,2,278.3,0.53,1.19,32.98,5.083,0,1,0
CAR006,34.56,10,73.0,1753.0,25.4,1,1,383.2,0.61,1.4,96.84,12.294,1,0,0
CAR028,39.73,10,78.1,2211.0,48.0,0,1,256.2,0.06,2.84,212.2,28.924,0,0,1
CAR068,5.54,10,35.4,2952.0,24.0,0,1,102.8,0.51,4.16,144.32,5.263,0,1,0
CAR191,11.05,20,75.0,2494.0,26.8,1,2,443.2,0.2,2.42,172.36,10.4975,1,0,0
CAR064,33.26,20,11.7,2139.0,24.3,1,0,141.1,0.67,1.64,16.91,2.214,0,1,0
CAR181,41.39,10,5.0,1968.0,27.7,1,1,370.4,0.67,1.68,7.64,1.085,1,0,0
CAR196,12.1,0,71.2,1727.0,27.2,1,2,123.2,0.05,3.69,224.81,11.495,1,0,0
CAR171,39.38,10,46.9,2845.0,22.8,0,1,119.0,0.5,2.39,98.94,13.68,1,0,0
CAR150,23.36,10,25.6,3745.0,27.2,0,1,233.7,0.18,1.82,44.33,5.795,1,0,0
CAR099,22.3,10,58.0,1380.0,27.3,0,0,357.1,0.49,2.0,115.51,13.324,1,0,0
CAR047,32.08,10,50.0,2263.0,41.0,0,1,92.4,0.4,4.12,152.2,17.361,0,1,0
CAR173,13.68,10,76.0,2405.0,23.2,0,2,410.2,0.15,4.48,322.54,12.996,1,0,0
CAR019,6.55,20,21.9,2544.0,38.5,1,1,346.2,0.48,1.66,32.69,4.817,0,1,0
CAR143,39.49,20,32.7,2829.0,25.5,0,1,181.7,0.55,1.83,56.96,8.275,0,1,0
CAR197,29.67,10,22.9,2379.0,27.7,1,0,377.1,0.75,3.44,71.04,10.255,1,0,0
CAR151,30.14,85,42.8,1757.0,15.9,1,1,436.5,0.4,3.95,145.22,28.633,1,0,0
CAR168,38.87,10,66.7,2368.0,20.7,1,1,189.0,0.09,0.22,12.72,1.307,0,1,0
CAR170,43.08,20,47.0,2268.0,17.9,0,1,308.0,0.31,1.88,77.55,11.445,1,0,0
CAR143,7.35,20,50.5,2208.0,33.2,1,2,298.2,0.17,4.31,211.94,6.982499999999999,0,1,0
CAR060,26.5,20,51.6,949.0,17.4,1,1,71.7,0.26,3.02,142.4,19.596,0,1,0
CAR194,7.72,0,54.2,1748.0,35.1,0,0,404.5,0.88,2.1,108.93,7.334,1,0,0
CAR114,24.12,20,35.1,2208.0,32.3,1,0,259.3,0.5,3.13,103.05,15.752,1,0,0
CAR157,38.04,10,38.6,2484.0,20.9,1,1,312.8,0.28,3.94,136.85,19.074,1,0,0
CAR197,27.24,10,25.0,2529.0,15.6,1,1,175.4,0.12,4.1,106.84,13.541,0,0,1
CAR102,20.74,20,25.6,1948.0,25.3,1,2,389.4,0.78,3.62,81.78,15.712,1,0,0
CAR127,31.39,20,85.9,2283.0,27.5,0,0,378.0,0.49,0.43,38.0,4.914,0,1,0
CAR147,19.57,20,61.4,2227.0,32.6,1,0,88.2,0.83,0.44,28.13,4.756,1,0,0
CAR018,28.46,10,72.5,1750.0,30.6,1,1,208.2,0.12,0.88,57.33,7.301,1,0,0
CAR046,4.61,20,38.5,2356.0,16.3,0,0,205.0,0.75,3.16,122.06,4.3795,0,0,1
CAR028,18.39,20,31.2,1875.0,25.4,1,0,281.2,0.47,2.51,78.38,12.01,1,0,0
CAR102,41.75,85,56.6,1848.0,29.9,1,2,410.1,0.26,2.48,139.73,35.01175,1,0,0
CAR188,31.12,20,65.6,2810.0,33.4,0,2,96.3,0.46,0.54,31.43,5.343,1,0,0
CAR121,43.67,10,15.1,1791.0,20.7,1,1,326.7,0.71,1.43,21.63,2.669,0,1,0
CAR016,28.02,10,55.6,3517.0,26.7,0,1,153.9,0.5,2.25,108.51,12.836,0,1,0
CAR022,18.52,20,31.1,2128.0,41.2,1,2,204.7,0.37,1.97,52.86,9.132,0,1,0
CAR132,26.86,20,30.8,1731.0,23.5,0,2,197.0,0.87,1.51,44.18,7.877,1,0,0
CAR009,44.33,10,65.1,2102.0,20.1,1,0,160.7,0.27,3.93,242.53,26.989,0,0,1
CAR133,27.37,20,68.1,2161.0,28.2,0,1,123.4,0.71,1.87,113.68,16.938,0,1,0
CAR175,4.36,10,42.6,2465.0,20.9,1,1,304.8,0.59,4.45,164.86,4.142,0,1,0
CAR137,2.61,10,37.1,1945.0,26.3,1,1,258.1,0.49,2.75,87.58,2.4795,0,1,0
CAR012,11.64,20,51.6,1524.0,24.1,1,2,444.8,0.44,1.89,90.8,11.058,1,0,0
CAR137,15.55,0,57.5,2572.0,18.8,0,1,398.7,0.81,0.34,17.94,1.774,0,0,1
CAR148,26.26,85,58.4,2463.0,27.8,1,0,108.1,0.57,2.8,142.89,24.947,0,0,1
CAR088,36.02,10,54.9,1776.0,27.85,0,1,229.2,0.51,3.08,158.55,18.119,0,0,1
CAR098,31.45,85,62.8,2956.0,30.9,1,1,395.7,0.83,3.41,193.6,29.8775,1,0,0
CAR117,26.37,0,58.9,2944.0,24.4,1,0,111.0,0.88,3.53,208.16,21.043,0,0,1
CAR189,35.5,20,86.5,1943.0,18.3,0,0,219.1,0.24,3.86,342.76,33.725,1,0,0
CAR024,8.88,20,24.5,2331.0,10.8,1,1,253.7,0.22,1.6,35.89,5.615,1,0,0
CAR071,32.24,20,75.4,1982.0,31.4,0,1,164.4,0.41,3.65,238.18,30.628,0,0,1
CAR053,28.49,20,32.4,2145.0,23.5,1,2,276.6,0.69,3.38,114.08,21.564,1,0,0
CAR100,22.73,20,48.2,1654.0,16.8,0,1,423.5,0.64,0.49,24.71,3.731,0,0,1
CAR001,6.65,20,5.0,1869.0,37.6,1,2,438.8,0.19,4.39,19.28,3.207,0,1,0
CAR017,40.66,85,52.1,2208.0,26.2,1,1,236.5,0.65,0.32,15.37,5.281,0,0,1
CAR192,9.86,20,22.5,2198.0,31.3,1,0,223.2,0.28,4.22,92.2,9.367,0,0,1
CAR017,37.01,10,49.4,1748.0,27.7,0,2,247.1,0.08,4.12,192.32,23.007,1,0,0
CAR013,40.52,10,180.0,2404.0,27.85,0,0,98.6,0.67,2.74,178.44,19.011,0,0,1
CAR113,17.48,10,28.1,1133.0,26.1,1,1,283.1,0.31,2.97,81.18,8.933,0,1,0
CAR180,10.17,10,34.4,2713.0,20.3,1,2,120.0,0.43,0.37,12.01,1.83,1,0,0
CAR115,29.62,20,22.9,2005.0,36.9,0,2,330.5,0.8,0.77,15.37,2.69,0,0,1
CAR037,41.41,20,28.7,2070.0,28.1,0,1,313.4,0.56,3.69,90.99,13.493,0,0,1
CAR045,34.81,0,60.3,1891.0,34.7,0,1,331.2,0.8,1.28,73.94,7.177,0,1,0
CAR112,2.83,85,47.8,7000.0,38.3,0,0,168.8,0.4,4.21,171.55,2.6885,0,0,1
CAR082,29.42,0,56.2,2000.0,15.0,1,0,117.3,0.88,1.78,89.41,9.354,1,0,0
CAR138,8.39,20,52.0,1745.0,20.5,1,0,259.0,0.78,1.13,61.6,7.9705,0,0,1
CAR017,7.95,10,5.0,1705.0,48.0,1,2,284.4,0.7,1.51,7.53,1.34,1,0,0
CAR076,37.38,20,46.2,2643.0,23.0,1,2,212.8,0.67,1.68,71.06,14.143,1,0,0
CAR013,22.58,10,36.0,2227.0,15.2,0,2,175.7,0.42,1.91,58.6,8.661,1,0,0
CAR171,13.91,10,60.9,3125.0,32.1,1,1,401.5,0.7,2.86,169.8,13.2145,0,0,1
CAR141,37.81,10,68.7,2217.0,30.2,1,0,426.9,0.58,4.0,263.18,33.247,0,0,1
CAR104,23.9,10,56.0,1585.0,28.2,0,1,419.2,0.08,1.38,66.82,6.393,0,1,0
CAR092,39.83,0,59.6,1876.0,29.5,1,0,106.8,0.34,1.06,57.31,5.365,1,0,0
CAR032,28.87,10,62.2,913.0,23.0,1,0,218.4,0.37,4.09,246.64,26.268,0,0,1
CAR015,4.07,10,26.5,2323.0,19.5,1,0,187.5,0.27,3.59,83.67,3.8665,0,1,0
CAR011,22.43,10,31.1,2208.0,17.0,1,2,448.6,0.06,4.25,118.25,16.879,1,0,0
CAR085,38.54,10,23.3,1329.0,35.9,1,1,280.2,0.67,0.84,16.69,2.138,0,0,1
CAR183,33.23,85,46.6,1673.0,22.2,0,1,110.8,0.6,3.87,184.96,31.5685,1,0,0
CAR177,30.03,20,33.2,2221.0,20.5,1,1,341.2,0.35,0.61,21.21,3.503,1,0,0
CAR104,30.03,85,71.8,1952.0,22.9,1,1,305.7,0.08,1.66,105.37,28.5285,1,0,0
CAR091,14.78,85,60.6,1508.0,27.85,1,0,448.8,0.32,3.97,216.87,14.041,1,0,0
CAR085,18.09,85,83.1,3515.0,26.8,1,1,395.0,0.54,2.73,223.03,17.185499999999998,0,0,1
CAR121,28.69,10,44.4,2202.0,31.5,1,0,327.0,0.1,4.38,194.65,23.488,1,0,0
CAR179,37.11,0,30.4,2583.0,37.7,0,2,186.7,0.1,3.32,103.12,8.293,0,1,0
CAR052,40.95,10,64.9,1845.0,28.8,0,2,237.2,0.62,1.7,97.3,12.639,0,1,0
CAR080,12.01,20,13.6,2840.0,40.2,1,2,350.5,0.4,1.24,17.37,3.205,1,0,0
CAR062,18.95,20,59.2,1890.0,17.2,0,0,200.2,0.65,3.48,176.43,18.002499999999998,1,0,0
CAR095,36.26,20,37.3,2786.0,23.8,1,1,196.3,0.32,2.05,66.75,10.51,0,0,1
CAR157,41.94,0,20.6,2718.0,23.8,1,0,436.6,0.49,0.87,16.38,1.695,1,0,0
CAR176,23.76,20,70.7,1895.0,31.7,0,0,185.5,0.64,4.31,271.59,22.572,1,0,0
CAR160,26.16,20,74.0,3308.0,42.4,0,2,426.0,0.86,0.36,23.22,4.499,0,1,0
CAR173,31.17,20,42.1,2147.0,27.4,1,1,364.6,0.48,2.68,101.86,17.212,0,1,0
CAR038,38.45,0,13.7,2270.0,38.2,1,1,327.4,0.4,1.98,23.89,2.617,1,0,0
CAR023,23.5,20,62.8,1692.0,30.1,0,0,259.3,0.3,2.29,132.89,19.946,1,0,0
CAR161,9.94,0,58.3,1901.0,29.6,0,1,132.3,0.1,1.45,84.18,6.997,1,0,0
CAR028,27.86,10,46.4,2401.0,28.1,1,1,113.9,0.56,2.27,105.01,15.074,1,0,0
CAR160,24.71,85,31.8,2108.0,27.3,1,0,380.4,0.11,3.67,112.62,23.4745,1,0,0
CAR182,32.96,10,53.7,1168.0,27.6,0,1,414.0,0.7,3.54,172.21,23.251,1,0,0
CAR143,13.92,10,58.6,2208.0,16.6,0,1,132.2,0.87,4.29,243.06,13.224,0,0,1
CAR158,18.59,10,45.3,1952.0,33.2,0,2,132.8,0.73,0.73,29.73,4.279,1,0,0
CAR015,27.86,0,76.6,2909.0,16.3,0,0,350.8,0.35,2.08,146.56,8.82,0,1,0
CAR107,6.32,10,70.1,1958.0,36.6,1,1,383.1,0.07,0.29,18.12,2.139,0,0,1
CAR119,42.47,10,47.9,2276.0,25.2,1,2,281.2,0.85,1.97,90.54,13.728,1,0,0
CAR012,2.12,20,76.5,3340.0,16.9,0,0,308.9,0.21,1.75,129.51,2.014,1,0,0
CAR115,37.75,0,29.3,1801.0,30.2,0,1,214.9,0.71,3.05,87.72,8.634,1,0,0
CAR187,12.86,20,71.1,2765.0,26.1,0,2,347.2,0.67,2.25,166.57,12.217,1,0,0
CAR003,8.05,10,60.2,1743.0,36.8,1,2,185.1,0.54,3.19,175.61,7.6475,1,0,0
CAR178,37.67,10,44.2,2420.0,26.2,0,2,118.0,0.81,2.15,98.23,13.976,0,0,1
CAR039,17.71,10,92.7,1572.0,38.4,0,2,278.0,0.76,1.62,148.67,16.8245,1,0,0
CAR167,9.25,20,75.5,700.0,15.1,1,0,324.0,0.44,2.34,165.07,8.7875,1,0,0
CAR105,32.11,85,52.9,813.0,27.5,1,1,245.8,0.59,3.8,181.35,30.5045,1,0,0
CAR022,9.56,10,80.1,3185.0,28.7,0,1,351.3,0.6,0.73,51.9,6.911,1,0,0
CAR008,2.79,0,72.8,2596.0,33.3,0,2,337.6,0.32,1.16,88.48,2.6505,0,1,0
CAR145,33.79,20,50.2,2839.0,26.0,1,1,182.0,0.53,0.58,28.01,4.841,0,0,1
CAR015,26.88,20,64.5,2151.0,33.2,1,2,263.4,0.5,2.65,171.01,25.536,1,0,0
CAR057,6.93,10,56.1,2016.0,34.4,1,1,309.3,0.88,1.35,73.69,6.583499999999999,0,1,0
CAR081,20.71,20,44.3,2505.0,27.1,1,2,224.5,0.76,3.28,126.39,19.6745,0,1,0
CAR039,8.99,20,23.6,1479.0,21.7,1,2,348.5,0.24,0.72,16.51,2.669,0,0,1
CAR076,9.73,20,60.0,2132.0,29.9,0,2,448.3,0.39,2.62,157.7,9.2435,0,1,0
CAR139,6.86,10,42.3,3102.0,19.9,1,1,418.3,0.86,0.82,31.09,4.376,0,1,0
CAR057,6.03,10,41.6,1719.0,22.7,1,0,238.1,0.33,3.31,135.95,5.7285,0,1,0
CAR179,29.73,0,30.7,2331.0,25.8,1,1,147.6,0.83,4.33,117.7,13.945,0,0,1
CAR120,17.62,10,35.0,1018.0,28.0,0,1,174.5,0.61,3.23,115.98,14.511,1,0,0
CAR194,11.18,20,40.5,2621.0,45.1,1,2,224.6,0.18,4.2,161.24,10.621,1,0,0
CAR120,26.68,10,42.7,2208.0,27.85,0,2,449.4,0.54,2.76,118.1,16.256,1,0,0
CAR138,17.03,85,79.1,2227.0,16.1,0,2,336.5,0.08,0.82,63.21,16.1785,0,0,1
CAR077,39.43,20,42.0,7000.0,30.2,1,1,188.8,0.87,0.86,37.83,6.629,1,0,0
CAR059,32.23,20,92.3,2447.0,33.9,1,2,269.8,0.11,3.84,351.97,30.618499999999997,1,0,0
CAR078,9.66,0,62.0,2420.0,31.7,1,2,259.3,0.41,3.91,219.4,9.177,0,1,0
CAR021,24.6,20,70.7,1905.0,29.2,0,0,445.0,0.27,1.73,110.77,15.789,1,0,0
CAR179,23.89,10,31.7,2791.0,40.6,1,0,301.4,0.22,4.15,126.17,15.328,0,1,0
CAR181,37.31,20,36.9,1622.0,38.9,1,0,440.6,0.38,1.67,52.97,6.955,0,1,0
CAR109,36.93,20,50.0,1549.0,30.4,1,2,206.0,0.19,0.73,29.7,4.741,1,0,0
CAR068,20.37,10,54.4,2507.0,25.6,0,2,138.4,0.07,1.92,107.66,13.944,0,0,1
CAR031,21.38,20,43.7,2231.0,32.5,0,1,265.5,0.07,3.88,175.15,20.311,0,1,0
CAR032,43.91,20,66.4,2914.0,32.6,1,2,244.4,0.56,1.27,76.35,14.796,1,0,0
CAR019,9.51,10,45.1,3108.0,34.4,1,1,111.9,0.32,0.49,20.8,2.5,0,0,1
CAR054,19.46,0,40.7,7000.0,32.7,0,1,439.6,0.76,0.76,27.25,3.286,1,0,0
CAR074,25.26,10,31.9,3006.0,15.9,1,1,143.9,0.58,3.15,98.63,13.434,0,0,1
CAR105,35.55,85,68.9,2231.0,41.7,1,0,197.0,0.62,2.03,128.78,33.772499999999994,0,1,0
CAR012,31.41,20,50.6,1950.0,30.3,0,0,80.3,0.14,2.22,107.57,14.042,1,0,0
CAR044,19.81,10,92.3,2521.0,5.0,1,0,345.5,0.35,3.81,352.81,18.8195,1,0,0
CAR155,16.41,10,46.0,1900.0,24.1,0,0,184.8,0.17,1.9,77.26,6.869,0,1,0
CAR022,4.47,20,38.7,1975.0,23.5,1,0,250.5,0.43,2.18,77.92,4.246499999999999,1,0,0
CAR065,5.13,0,59.9,2646.0,26.7,1,1,159.3,0.28,0.55,29.76,2.523,0,1,0
CAR089,28.49,10,91.3,2056.0,31.9,0,1,158.7,0.79,3.94,348.52,27.0655,0,1,0
CAR114,5.73,85,31.9,1583.0,39.8,0,1,409.3,0.29,0.72,22.69,5.4435,0,0,1
CAR056,2.06,20,59.5,1669.0,38.5,1,2,431.9,0.57,2.53,142.9,1.957,0,1,0
CAR196,18.4,85,68.9,1672.0,38.6,0,1,386.3,0.87,2.16,151.35,17.479999999999997,0,1,0
CAR117,9.25,20,41.9,2423.0,21.6,0,1,422.3,0.78,2.62,113.81,8.7875,0,1,0
CAR103,42.14,10,29.2,1198.0,36.7,1,0,360.1,0.72,2.75,70.33,8.945,1,0,0
CAR198,35.09,10,12.0,1961.0,37.9,1,1,269.9,0.7,1.77,21.9,3.038,0,0,1
CAR101,41.43,10,30.9,2407.0,31.9,0,2,319.8,0.19,0.63,16.74,1.877,0,1,0
CAR048,24.71,20,51.5,2480.0,27.7,0,2,211.7,0.84,4.08,210.01,23.4745,1,0,0
CAR077,33.94,20,37.3,2110.0,20.7,0,0,259.3,0.37,3.19,120.68,12.977,0,1,0
CAR022,7.97,10,53.2,2306.0,19.0,1,1,118.5,0.56,2.3,112.95,7.571499999999999,0,1,0
CAR086,30.47,0,45.5,3180.0,33.1,1,2,199.2,0.39,4.36,192.04,20.92,1,0,0
CAR092,5.87,10,15.5,3799.0,35.8,0,2,111.5,0.69,3.44,45.44,5.5765,0,1,0
CAR154,10.44,85,83.3,1856.0,27.85,1,1,159.5,0.47,1.53,116.7,9.918,0,1,0
CAR168,3.42,20,64.2,2097.0,10.6,1,0,283.1,0.38,3.97,238.1,3.249,1,0,0
CAR112,32.22,0,68.7,2605.0,21.0,0,0,396.3,0.76,0.82,57.24,5.63,1,0,0
CAR190,30.9,10,70.5,1935.0,27.85,1,0,147.4,0.67,1.22,89.2,9.199,0,1,0
CAR052,40.32,20,52.1,1988.0,33.5,1,2,341.8,0.39,4.22,214.29,35.01175,1,0,0
CAR044,17.9,10,45.3,2278.0,33.0,1,2,336.0,0.52,3.3,139.79,17.005,0,0,1
CAR072,36.38,20,49.4,2599.0,37.3,0,2,229.6,0.57,0.35,17.6,3.3,1,0,0
