Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L,Road_City,Road_Highway,Road_Rural,Fuel_Efficiency_kmpl,Consumption_Rate_Lpkm,Fuel_Per_Hour_L,Traffic_Score,Driving_Intensity,AC_Load_Indicator,Remaining_Range_km,Remaining_Time_hr
CAR098,30.66,20,44.5,2497.0,34.4,0,0,418.5,0.09,3.12,144.84,17.129,0,1,0,8.455835133399498,0.11826152996409832,5.490064102564102,0.0,0.23464550264550263,0.0,259.2559051900286,5.825975397528733
CAR006,33.33,20,52.9,2274.0,27.4,1,0,380.6,0.41,3.53,173.03,24.256,0,1,0,7.133492744063324,0.14018378315898977,6.871388101983003,0.0,0.35810052910052903,0.5708333333333333,237.75931315963058,4.494504974662204
CAR084,18.66,0,63.5,1405.0,32.4,0,1,306.5,0.57,2.4,147.12,13.9,0,0,1,10.584172661870504,0.09448069603045132,5.791666666666667,0.6,0.3956084656084656,0.0,197.5006618705036,3.110246643629978
CAR058,24.63,10,26.5,2591.0,30.5,1,2,253.3,0.6,2.29,61.06,8.554,0,1,0,7.138180967968202,0.14009171306911236,3.7353711790393014,1.0,0.3946772486772487,0.6354166666666666,175.8133972410568,6.634467820417238
CAR018,43.64,10,62.5,1781.0,19.7,1,1,184.3,0.42,3.23,178.45,23.954,1,0,0,7.449695249227686,0.13423367890165314,7.41609907120743,0.8,0.3561058201058201,0.41041666666666665,325.1047006762962,5.201675210820739
CAR101,42.06,0,81.5,2044.0,20.7,1,2,283.8,0.7,4.2,335.15,35.01175,0,1,0,9.57250066049255,0.10446591078621513,8.336130952380952,1.0,0.5075185185185185,0.43124999999999997,402.61937778031665,4.940115064789161
CAR188,21.93,20,28.1,2127.0,20.6,1,1,209.3,0.53,3.4,98.43,15.344,0,1,0,6.414885297184568,0.15588743269328456,4.512941176470588,0.5,0.34961904761904766,0.4291666666666667,140.67843456725757,5.006349984599913
CAR114,11.67,10,29.8,1981.0,32.7,0,2,378.1,0.15,2.05,55.52,7.133,1,0,0,7.783541286976027,0.12847622478386167,3.4795121951219516,1.3,0.20507407407407405,0.0,90.83392681901024,3.048118349631216
CAR046,32.14,0,58.5,2995.0,27.85,0,2,371.4,0.7,2.94,155.55,16.803,0,1,0,9.257275486520264,0.10802314368370299,5.71530612244898,1.0,0.5102116402116402,0.0,297.5288341367613,5.085962976696774
CAR157,11.41,20,41.4,1044.0,18.8,1,0,426.6,0.06,1.33,56.45,8.359,0,0,1,6.753200143557843,0.14807794508414526,6.284962406015037,0.1,0.1486031746031746,0.39166666666666666,77.05401363799498,1.8612080588887678
CAR104,43.1,20,36.3,2490.0,18.8,0,0,346.1,0.27,0.97,36.67,5.248,1,0,0,6.987423780487805,0.1431142623397873,5.410309278350516,0.3,0.28579365079365077,0.0,301.1579649390244,8.29636267049654
CAR027,34.81,20,24.0,2208.0,22.0,0,1,373.8,0.5,1.66,35.65,4.918,1,0,0,7.248881659211061,0.1379523141654979,2.9626506024096386,0.8,0.3347724867724868,0.0,252.33357055713705,10.513898773214043
CAR126,9.12,20,62.1,2122.0,33.9,0,0,399.1,0.74,3.95,235.94,8.664,0,0,1,27.232225300092338,0.03672120030516233,2.193417721518987,0.1,0.4901216931216931,0.0,248.3578947368421,3.999321976438681
CAR113,20.37,10,39.4,2274.0,33.9,1,2,396.4,0.1,3.89,137.66,16.356,0,1,0,8.416483247737832,0.11881447043440362,4.204627249357327,1.0,0.21828571428571428,0.7062499999999999,171.44376375641963,4.351364562345676
CAR032,40.9,20,26.9,2183.0,23.5,1,1,259.3,0.48,1.5,34.98,5.413,0,1,0,6.4622205800849795,0.1547455688965123,3.6086666666666667,0.5,0.33154497354497353,0.4895833333333333,264.3048217254757,9.825458056709133
CAR057,20.54,20,64.64029824379902,1715.0,32.5,0,1,377.7,0.74,3.83,48.47,7.524,0,1,0,6.442052099946837,0.15523003919950484,1.9644908616187988,0.5,0.475444996747776,0.0,132.319750132908,2.0470163926819676
CAR035,32.04,10,29.7,2846.0,30.3,0,0,110.4,0.12,2.43,62.97,5.618,0,1,0,11.208615165539337,0.08921708750198508,2.3119341563786007,0.0,0.23496825396825397,0.0,359.12402990388034,12.09171817858183
CAR052,17.45,20,61.1,2416.0,25.8,1,1,116.2,0.51,1.56,83.77,11.851,0,1,0,7.0686018057547875,0.14147069356571568,7.596794871794872,0.5,0.4170846560846561,0.5375,123.34710151042104,2.0187741654733395
CAR047,43.64,20,29.2,2072.0,25.8,0,0,365.8,0.13,4.06,115.17,13.849,0,1,0,8.316123907863384,0.12024832855778414,3.411083743842365,0.0,0.2008888888888889,0.0,362.91564733915806,12.428618059560208
CAR200,3.42,20,39.9,2593.0,18.6,0,1,315.3,0.08,1.37,55.6,3.249,1,0,0,17.11295783317944,0.05843525179856115,2.3715328467153283,0.8,0.226994708994709,0.0,58.526315789473685,1.4668249571296663
CAR141,27.32,10,25.9,2985.0,45.1,1,1,405.5,0.34,0.6,15.96,2.432,1,0,0,6.562500000000001,0.15238095238095237,4.053333333333334,0.8,0.31603174603174605,0.9395833333333333,179.28750000000002,6.922297297297298
CAR176,27.83,20,53.4,2881.0,20.5,0,1,259.3,0.78,1.68,76.89,11.097,0,1,0,6.9288997026223305,0.1443230589153336,6.605357142857143,0.5,0.524968253968254,0.0,192.83127872397944,3.611072635280514
CAR090,35.83,20,42.0,1571.0,23.0,1,2,228.3,0.16,0.59,24.99,4.216,1,0,0,5.927419354838709,0.1687074829931973,7.145762711864408,1.3,0.21184656084656084,0.4791666666666667,212.37943548387094,5.056653225806451
CAR086,2.16,10,44.0,1091.0,24.3,0,0,376.6,0.45,1.68,64.18,2.052,1,0,0,31.276803118908386,0.031972577126830784,1.2214285714285715,0.3,0.30010052910052915,0.0,67.55789473684212,1.5354066985645936
CAR108,19.88,0,47.6,2733.0,23.5,1,0,311.1,0.86,3.0,127.11,11.412,0,1,0,11.138275499474236,0.08978050507434507,3.8040000000000003,0.0,0.5368095238095237,0.4895833333333333,221.4289169295478,4.651868002721592
CAR074,20.95,85,26.1,1758.0,36.2,1,1,70.4,0.43,4.4,109.85,19.9025,0,1,0,5.51940710965959,0.18117888029130633,4.523295454545454,0.5,0.29130687830687835,0.7541666666666668,115.63157894736841,4.430328695301472
CAR015,16.01,10,65.0,2937.0,35.9,1,0,422.6,0.8,0.35,22.42,2.9,0,1,0,7.731034482758622,0.1293487957181088,8.285714285714286,0.0,0.5565238095238095,0.7479166666666667,123.77386206896554,1.9042132625994699
CAR112,15.55,20,61.7,2380.0,33.5,1,1,359.1,0.19,3.91,230.5,14.7725,0,0,1,15.603316974107294,0.0640889370932755,3.778132992327366,0.6,0.297962962962963,0.6979166666666666,242.63157894736844,3.9324405015780943
CAR172,5.06,20,8.0,2299.0,19.8,0,0,171.7,0.46,1.11,8.49,1.238,1,0,0,6.8578352180937,0.14581861012956418,1.1153153153153152,0.3,0.2946613756613756,0.0,34.70064620355412,4.337580775444265
CAR015,34.37,0,31.9,2342.0,33.2,1,1,405.4,0.06,0.27,8.57,0.8,1,0,0,10.7125,0.09334889148191365,2.962962962962963,0.8,0.1928201058201058,0.6916666666666668,368.188625,11.541963166144201
CAR183,28.77,0,93.4,1591.0,23.7,0,1,279.7,0.71,4.47,387.13,27.3315,0,0,1,14.164242723597315,0.07060031513961718,6.114429530201342,0.6,0.5116878306878307,0.0,407.5052631578948,4.363011382846839
CAR149,6.8,10,38.5,1656.0,39.3,1,1,142.1,0.23,1.58,54.34,6.46,1,0,0,8.411764705882353,0.11888111888111887,4.0886075949367084,0.8,0.23533862433862432,0.81875,57.2,1.4857142857142858
CAR039,25.0,10,41.5,2153.0,26.8,0,1,280.1,0.5,2.01,85.35,11.086,0,0,1,7.6988995128991515,0.12988869361452843,5.51542288557214,0.6,0.3645608465608466,0.0,192.4724878224788,4.637891272830815
CAR151,16.45,10,53.4,2171.0,40.3,1,0,221.3,0.84,2.81,131.34,15.627499999999998,0,1,0,8.404415293553033,0.11898507689964974,5.561387900355871,0.0,0.5133809523809524,0.8395833333333332,138.2526315789474,2.589000591366056
CAR039,17.18,0,35.4,2610.0,36.2,0,2,220.2,0.83,3.41,118.97,14.997,1,0,0,7.932919917316797,0.1260569891569303,4.397947214076246,1.3,0.4972486772486772,0.0,136.28756417950257,3.8499311915113723
CAR073,15.68,10,79.6,2248.0,27.1,0,0,195.8,0.09,3.31,228.29,14.896,1,0,0,15.325590762620836,0.06525033948048535,4.500302114803626,0.3,0.28778835978835976,0.0,240.3052631578947,3.018910341179582
CAR086,21.76,20,23.6,859.0,18.5,0,1,86.7,0.78,2.43,53.34,7.706,0,0,1,6.9218790552815985,0.14446944131983502,3.17119341563786,0.6,0.37349735449735455,0.0,150.6200882429276,6.38220712893761
CAR092,22.11,0,26.6,2354.0,36.9,1,1,272.1,0.46,4.39,100.26,10.741,1,0,0,9.334326412810727,0.10713145820865748,2.446697038724374,0.8,0.3317248677248677,0.7687499999999999,206.38195698724516,7.758720187490419
CAR199,37.43,20,51.2,2555.0,23.4,1,1,288.2,0.71,2.78,141.51,21.221,0,1,0,6.668394514867348,0.1499611334887994,7.633453237410072,0.5,0.4794444444444444,0.4875,249.59800669148484,4.874961068193063
CAR001,11.94,20,26.2,1748.0,27.1,1,0,205.3,0.5,0.63,16.65,2.478,0,0,1,6.71912832929782,0.14882882882882886,3.9333333333333336,0.1,0.3169417989417989,0.5645833333333333,80.22639225181597,3.0620760401456475
CAR163,34.59,20,73.2,1398.0,34.0,1,1,393.9,0.33,1.27,92.19,13.109,0,0,1,7.032573041421924,0.1421954658856709,10.322047244094488,0.6,0.3243492063492064,0.7083333333333334,243.25670150278438,3.323178982278475
CAR008,42.02,20,12.1,1588.0,41.3,0,0,315.0,0.15,0.99,10.19,1.327,0,1,0,7.678975131876413,0.13022571148184495,1.3404040404040403,0.0,0.15358201058201057,0.0,322.6705350414469,26.666986367061728
CAR033,13.42,10,41.6,2606.0,20.3,1,0,81.3,0.77,3.68,137.12,12.749,1,0,0,10.755353361047925,0.0929769544924154,3.4644021739130433,0.3,0.4863174603174603,0.42291666666666666,144.33684210526314,3.469635627530364
CAR017,41.37,20,33.4,2228.0,37.7,1,2,259.3,0.63,1.79,54.82,9.244,1,0,0,5.93033318909563,0.16862458956585188,5.164245810055865,1.3,0.4012804232804233,0.7854166666666668,245.3378840328862,7.3454456297271316
CAR137,26.98,10,52.9,2200.0,40.1,0,1,312.6,0.4,3.3,178.43,25.382,1,0,0,7.029784886927744,0.1422518634758729,7.691515151515152,0.8,0.35087301587301584,0.0,189.66359624931053,3.585323180516267
CAR116,38.01,20,61.8,1290.0,21.3,1,1,185.7,0.36,3.9,218.2,31.751,0,0,1,6.87222449686624,0.14551329055912007,8.141282051282051,0.6,0.3092063492063492,0.44375000000000003,261.2132531258858,4.2267516687036535
CAR152,24.49,10,48.6,3387.0,34.4,1,0,331.4,0.79,0.33,14.91,1.95,0,0,1,7.6461538461538465,0.13078470824949698,5.909090909090908,0.1,0.543878306878307,0.7166666666666667,187.2543076923077,3.8529692940804052
CAR020,19.41,10,28.9,2768.0,41.5,0,1,278.4,0.07,1.01,27.93,3.949,1,0,0,7.072676626994176,0.1413891872538489,3.90990099009901,0.8,0.21125396825396825,0.0,137.28065332995695,4.750195616953528
CAR040,36.82,85,52.9,2479.0,27.8,1,1,369.4,0.57,2.63,127.18,34.979,1,0,0,3.635895823208211,0.27503538292184304,13.3,0.8,0.42712169312169307,0.5791666666666667,133.87368421052633,2.530693463336982
CAR001,37.3,10,68.5,791.0,29.0,1,0,322.8,0.53,1.18,82.57,9.363,1,0,0,8.818754672647655,0.1133946954099552,7.934745762711865,0.3,0.36081481481481487,0.6041666666666666,328.9395492897575,4.802037215908869
CAR084,29.31,10,34.2,1786.0,30.0,0,0,203.9,0.71,0.22,7.84,0.812,0,1,0,9.655172413793103,0.10357142857142858,3.6909090909090914,0.0,0.41134391534391535,0.0,282.99310344827586,8.274652147610405
CAR162,21.77,20,9.7,2217.0,21.1,1,1,299.5,0.45,0.73,6.86,1.091,0,1,0,6.287809349220899,0.15903790087463557,1.4945205479452055,0.5,0.2902010582010582,0.4395833333333334,136.88560953253895,14.111918508509172
CAR138,40.82,10,69.7,2226.0,28.4,0,0,210.1,0.73,0.97,67.2,8.695,1,0,0,7.72857964347326,0.12938988095238096,8.963917525773196,0.3,0.5054444444444445,0.0,315.4806210465785,4.526264290481757
CAR060,41.29,10,31.0,3396.0,27.9,1,1,254.4,0.63,1.39,39.25,5.342,0,0,1,7.34743541744665,0.13610191082802547,3.8431654676258993,0.6,0.45245502645502644,0.5812499999999999,303.37560838637216,9.786309947947489
CAR087,9.92,0,30.2,2528.0,30.7,1,0,312.0,0.14,0.21,6.46,0.659,1,0,0,9.802731411229134,0.1020123839009288,3.1380952380952385,0.3,0.22815873015873014,0.6395833333333333,97.243095599393,3.2199700529600332
CAR086,8.58,85,5.0,1858.0,27.85,1,1,177.1,0.08,3.89,17.89,5.515,0,1,0,3.2438803263825933,0.3082727780883175,1.4177377892030847,0.5,0.12736507936507935,0.5802083333333333,27.832493200362652,5.56649864007253
CAR151,26.08,20,29.8,1937.0,25.9,1,0,326.9,0.49,3.15,95.5,13.559,0,1,0,7.043292278191608,0.14197905759162302,4.304444444444444,0.0,0.32890476190476187,0.5395833333333333,183.6890626152371,6.164062503867017
CAR028,40.77,10,16.6,1504.0,29.9,0,2,255.6,0.09,2.9,47.91,5.475,0,0,1,8.75068493150685,0.1142767689417658,1.8879310344827585,1.1,0.1356931216931217,0.0,356.7654246575343,21.491893051658693
CAR040,23.05,20,72.9,2363.0,38.8,0,1,100.8,0.4,4.19,309.25,21.8975,0,0,1,14.122616737070441,0.07080840743734843,5.226133651551312,0.6,0.3956719576719577,0.0,325.5263157894737,4.4653815608981295
CAR039,27.76,20,22.2,2316.0,23.3,1,1,336.1,0.67,1.94,41.01,6.304,0,1,0,6.505393401015228,0.15371860521823946,3.2494845360824747,0.5,0.3995449735449735,0.48541666666666666,180.58972081218275,8.134672108656881
CAR101,33.03,10,25.8,3439.0,15.7,0,1,356.1,0.23,3.84,92.02,12.446,1,0,0,7.393540093202636,0.1352532058248207,3.2411458333333334,0.8,0.2967248677248677,0.0,244.20862927848307,9.465450747228026
CAR142,12.27,10,43.8,1894.0,26.9,0,1,395.3,0.67,2.61,109.55,11.6565,1,0,0,9.398189851156008,0.1064034687357371,4.466091954022988,0.8,0.41944973544973546,0.0,115.31578947368422,2.632780581590964
CAR189,12.05,20,63.2,1710.0,36.9,0,1,368.4,0.56,2.56,157.99,11.4475,1,0,0,13.801266652107449,0.07245711753908475,4.4716796875,0.8,0.4058730158730159,0.0,166.30526315789476,2.631412391738841
CAR171,26.72,20,30.9,2607.0,28.4,0,2,340.1,0.36,1.48,40.54,6.289,0,1,0,6.4461758626172685,0.15513073507646769,4.249324324324324,1.0,0.3146984126984127,0.0,172.2418190491334,5.574168901266453
CAR164,17.9,0,18.4,2048.0,26.6,1,1,171.3,0.28,0.68,11.85,1.144,1,0,0,10.358391608391608,0.09654008438818565,1.6823529411764704,0.8,0.23530158730158732,0.5541666666666667,185.4152097902098,10.076913575554881
CAR152,22.72,85,43.3,3185.0,13.6,0,1,148.7,0.07,0.62,27.95,8.827,0,1,0,3.166421207658321,0.3158139534883721,14.237096774193548,0.5,0.25777777777777783,0.0,71.94108983799704,1.6614570401384998
CAR190,22.86,85,11.1,3305.0,20.9,1,0,103.1,0.07,3.73,36.36,11.52,0,0,1,3.15625,0.31683168316831684,3.0884718498659516,0.1,0.20386243386243386,0.4354166666666666,72.151875,6.500168918918919
CAR044,29.69,20,72.1,2866.0,25.5,0,0,436.5,0.28,1.4,102.85,14.611,1,0,0,7.039217028266374,0.14206125425376764,10.436428571428573,0.3,0.3736984126984127,0.0,208.99435356922865,2.8986734198228663
CAR121,38.56,10,68.1,1750.0,37.7,0,0,142.3,0.44,2.71,180.88,17.682,0,1,0,10.229612034837688,0.09775541795665633,6.524723247232472,0.0,0.37240740740740735,0.0,394.45384006334126,5.792273716054938
CAR137,2.56,85,28.6,2252.0,28.8,1,0,407.8,0.39,3.14,78.96,2.432,0,1,0,32.46710526315789,0.030800405268490375,0.7745222929936305,0.0,0.30464550264550266,0.6,83.1157894736842,2.906146485093853
CAR167,41.49,85,40.8,1844.0,29.3,1,2,328.3,0.36,0.74,27.4,9.529,0,0,1,2.8754328890754537,0.34777372262773726,12.877027027027028,1.1,0.2966984126984127,0.6104166666666667,119.30171056774059,2.9240615335230538
CAR146,40.89,0,56.2,2207.0,28.9,1,0,258.9,0.78,3.91,204.95,16.742,0,1,0,12.241667662167004,0.08168821663820446,4.281841432225064,0.0,0.4980582010582011,0.6020833333333333,500.56179070600876,8.90679342893254
CAR036,31.28,20,31.1,2879.0,26.3,1,1,111.3,0.56,1.49,43.25,6.588,0,1,0,6.564966605950213,0.15232369942196533,4.421476510067114,0.5,0.4020952380952381,0.5479166666666667,205.35215543412266,6.602963197238671
CAR077,11.52,10,61.4,1867.0,17.4,1,2,379.3,0.19,4.43,276.6,10.944,1,0,0,25.274122807017545,0.03956616052060737,2.470428893905192,1.3,0.27297883597883593,0.3625,291.1578947368421,4.74198525630036
CAR066,6.21,10,39.2,1583.0,31.5,0,2,355.2,0.9,0.58,20.07,3.012,1,0,0,6.663346613545817,0.15007473841554558,5.1931034482758625,1.3,0.48130687830687835,0.0,41.37938247011952,1.0555964915846816
CAR063,9.32,20,89.8,1145.0,14.7,1,0,244.0,0.33,4.37,338.23,8.854,1,0,0,38.20081319177773,0.026177453212311144,2.026086956521739,0.3,0.34304232804232804,0.30624999999999997,356.0315789473685,3.9647169147813863
CAR188,32.31,20,26.2,2854.0,38.0,0,1,120.8,0.46,4.46,103.85,15.481,0,1,0,6.708222983011433,0.14907077515647568,3.4710762331838567,0.5,0.3547936507936507,0.0,216.7426845810994,8.272621548896923
CAR143,28.66,10,17.8,1881.0,22.5,1,1,304.4,0.29,3.55,63.82,8.415,0,0,1,7.5840760546642905,0.13185521780006265,2.3704225352112673,0.6,0.22994179894179897,0.46875,217.35961972667857,12.211214591386437
CAR069,23.01,20,44.7,2208.0,30.1,0,1,197.6,0.19,0.68,31.47,3.732,0,1,0,8.432475884244372,0.11858913250714968,5.488235294117647,0.5,0.2582910052910053,0.0,194.031270096463,4.340744297460022
CAR127,37.66,10,50.0,700.0,18.3,1,1,407.2,0.82,3.94,190.54,24.813,0,0,1,7.679039213315601,0.1302246247507085,6.297715736040609,0.6,0.4296296296296296,0.38125000000000003,289.1926167734655,5.78385233546931
CAR035,12.51,10,55.1,2170.0,22.5,1,1,343.3,0.67,3.41,166.65,11.8845,0,1,0,14.022466237536289,0.0713141314131413,3.485190615835777,0.5,0.4535185185185185,0.46875,175.42105263157896,3.1836851657273857
CAR052,5.42,20,38.0,1370.0,30.3,1,2,290.5,0.58,0.24,7.98,1.476,1,0,0,5.406504065040651,0.18496240601503758,6.15,1.3,0.35042328042328036,0.63125,29.30325203252033,0.7711382113821139
CAR038,43.7,10,58.8,2208.0,24.5,0,0,269.6,0.78,1.36,82.32,10.417,1,0,0,7.902467121052126,0.12654275996112732,7.659558823529411,0.3,0.5029206349206349,0.0,345.33781318997796,5.873092061054047
CAR058,17.42,20,89.2,1577.0,37.7,0,1,229.9,0.53,2.46,194.78,16.549,0,1,0,11.769895461961449,0.08496252181948866,6.727235772357724,0.5,0.4365767195767196,0.0,205.03157894736844,2.298560302100543
CAR190,26.39,10,57.3,2695.0,27.7,1,1,259.3,0.88,2.6,139.48,20.897,0,0,1,6.674642293152127,0.14982076283338114,8.037307692307692,0.6,0.5603703703703703,0.5770833333333333,176.14381011628464,3.0740630037746013
CAR060,8.7,0,44.9,2208.0,34.8,1,0,273.9,0.41,1.88,85.83,8.264999999999999,1,0,0,10.384754990925591,0.09629500174764068,4.3962765957446805,0.3,0.34014285714285714,0.725,90.34736842105264,2.0121908334310166
CAR171,32.05,10,32.6,2277.0,35.6,0,2,376.5,0.19,2.03,61.29,7.569,0,0,1,8.097502972651606,0.1234948604992658,3.728571428571429,1.1,0.23916931216931217,0.0,259.524970273484,7.960888658695827
CAR054,33.41,20,31.7,2649.0,30.5,1,1,319.8,0.59,0.89,27.21,4.794,1,0,0,5.67584480600751,0.17618522601984563,5.386516853932584,0.8,0.40336507936507937,0.6354166666666666,189.62997496871088,5.982018137814223
CAR008,20.95,20,59.0,1832.0,17.2,1,0,369.9,0.85,2.94,153.91,19.9025,0,0,1,7.733199346815726,0.12931258527711,6.769557823129252,0.1,0.5113121693121693,0.35833333333333334,162.01052631578946,2.7459411239964315
CAR033,32.13,20,48.3,2384.0,14.7,0,1,286.2,0.18,2.34,116.42,18.112,1,0,0,6.427782685512368,0.15557464353203915,7.74017094017094,0.8,0.2696349206349206,0.0,206.5246576855124,4.275872829927794
CAR156,44.33,10,66.5,2208.0,17.6,0,0,402.9,0.7,2.77,161.43,17.947,0,0,1,8.994818075444364,0.11117512234405004,6.479061371841155,0.1,0.4875502645502645,0.0,398.74028528444865,5.996094515555619
CAR025,25.23,10,42.1,2356.0,28.1,0,1,125.2,0.08,0.91,35.65,3.398,0,1,0,10.491465567981164,0.0953155680224404,3.734065934065934,0.5,0.21978306878306877,0.0,264.6996762801648,6.2874032370585455
CAR065,11.65,20,43.8,1511.0,27.2,0,1,358.5,0.11,3.83,164.94,11.0675,0,0,1,14.903094646487462,0.0671001576330787,2.8896866840731072,0.6,0.19380423280423278,0.0,173.62105263157895,3.9639509733237204
CAR011,42.43,0,39.7,1023.0,24.1,1,0,282.5,0.44,0.54,18.6,1.245,0,0,1,14.939759036144578,0.06693548387096775,2.305555555555556,0.1,0.28519576719576717,0.5020833333333333,633.8939759036144,15.96710266759734
CAR138,3.4,0,46.1,2853.0,30.6,1,0,395.2,0.26,0.97,45.62,3.23,1,0,0,14.123839009287925,0.07080227970188514,3.329896907216495,0.3,0.31752380952380954,0.6375000000000001,48.02105263157895,1.041671423678502
CAR043,5.34,0,23.1,1829.0,32.0,1,1,367.0,0.38,1.7,37.1,4.16,1,0,0,8.91826923076923,0.11212938005390835,2.447058823529412,0.8,0.2706137566137566,0.6666666666666666,47.623557692307685,2.0616258741258737
CAR129,16.51,85,77.1,2208.0,38.4,1,1,208.5,0.74,4.02,295.32,15.6845,1,0,0,18.82878000573815,0.0531101855614249,3.901616915422886,0.8,0.5219947089947089,0.7999999999999999,310.8631578947369,4.0319475732131895
CAR069,4.71,0,58.5,2269.0,27.9,1,1,264.7,0.24,3.44,186.93,4.4745,1,0,0,40.0,0.023936767774033058,1.3007267441860466,0.8,0.3052698412698413,0.5812499999999999,188.4,3.2205128205128206
CAR009,11.04,20,63.3,2495.0,17.6,0,2,337.5,0.63,0.71,44.85,8.14,1,0,0,5.509828009828009,0.1814938684503902,11.464788732394368,1.3,0.4693650793650794,0.0,60.82850122850122,0.9609557856003352
CAR118,14.61,20,62.4,1039.0,23.6,1,2,342.1,0.32,2.11,123.49,13.879499999999998,0,0,1,8.897294571130084,0.11239371609037169,6.577962085308057,1.1,0.2835502645502646,0.4916666666666667,129.98947368421054,2.083164642375169
CAR160,9.73,20,29.6,1282.0,28.4,0,0,250.9,0.38,1.05,31.72,3.968,0,0,1,7.993951612903226,0.12509457755359396,3.7790476190476188,0.1,0.2566031746031746,0.0,77.78114919354839,2.627741526809067
CAR092,26.66,10,65.7,2328.0,27.85,1,1,387.9,0.31,0.65,42.22,4.886,1,0,0,8.641015145313139,0.11572714353387022,7.516923076923077,0.8,0.34733862433862434,0.5802083333333333,230.36946377404828,3.506384532329502
CAR085,26.82,0,55.5,2782.0,26.9,1,1,92.4,0.18,2.67,141.87,14.824,0,0,1,9.570291419320021,0.10449002608021428,5.552059925093633,0.6,0.3019206349206349,0.5604166666666667,256.675215866163,4.62477866425519
CAR023,4.6,10,40.5,1750.0,36.5,0,0,292.8,0.81,1.11,41.97,4.369999999999999,0,1,0,9.604118993135012,0.10412199189897545,3.936936936936936,0.0,0.4583333333333333,0.0,44.17894736842105,1.0908382066276803
CAR149,18.11,10,77.0,3120.0,10.3,1,2,287.3,0.08,2.29,154.39,17.2045,0,1,0,8.973814990264174,0.11143532612215817,7.512882096069869,1.0,0.3207936507936508,0.21458333333333335,162.51578947368418,2.110594668489405
CAR067,39.68,10,61.7,2045.0,23.5,1,1,259.3,0.46,0.8,49.32,6.554,1,0,0,7.525175465364662,0.13288726682887267,8.192499999999999,0.8,0.38201058201058197,0.4895833333333333,298.5989624656698,4.839529375456561
CAR129,17.81,10,66.1,2696.0,23.0,0,2,281.3,0.87,0.95,53.9,8.729,1,0,0,6.174819566960706,0.16194805194805192,9.188421052631579,1.3,0.573010582010582,0.0,109.97353648757017,1.66374487878321
CAR082,2.96,85,32.4,3084.0,38.0,1,1,267.1,0.2,3.31,95.77,2.812,1,0,0,34.05761024182077,0.02936201315652083,0.8495468277945619,0.8,0.280931216931217,0.7916666666666666,100.81052631578947,3.11143599740091
CAR014,17.17,20,29.7,1958.0,24.3,0,0,78.3,0.8,1.3,36.58,5.128,0,0,1,7.133385335413416,0.14018589393110992,3.9446153846153846,0.1,0.44453439153439156,0.0,122.48022620904837,4.123913340371999
CAR013,17.66,20,37.7,1438.0,23.0,0,2,191.2,0.51,1.72,63.35,10.135,0,0,1,6.250616674888999,0.15998421468034726,5.892441860465116,1.1,0.3271798941798942,0.0,110.38589047853972,2.9280077050010536
CAR188,8.47,20,62.9,1594.0,27.5,1,1,131.4,0.45,2.31,145.8,8.0465,1,0,0,18.119679363698506,0.05518861454046639,3.4833333333333334,0.8,0.35905291005291007,0.5729166666666666,153.47368421052636,2.4399631829972392
CAR139,14.19,20,64.7,2521.0,18.6,0,2,343.6,0.54,0.41,24.17,4.147,1,0,0,5.828309621413069,0.1715763342987174,10.114634146341464,1.3,0.4398624338624339,0.0,82.70371352785145,1.2782645058400532
CAR188,14.36,0,80.9,2475.0,17.7,0,1,324.4,0.17,0.57,48.05,4.224,0,1,0,11.375473484848484,0.08790842872008325,7.4105263157894745,0.5,0.33063492063492067,0.0,163.35179924242422,2.019181696445293
CAR192,34.74,20,33.5,2290.0,32.4,1,1,179.3,0.75,1.98,60.13,8.394,0,1,0,7.1634500833929,0.13959753866622318,4.239393939393939,0.5,0.44886243386243385,0.6749999999999999,248.85825589706934,7.428604653643861
CAR200,29.88,20,56.7,2549.0,46.1,0,2,309.9,0.69,1.32,77.77,13.946,1,0,0,5.576509393374444,0.17932364665037934,10.565151515151515,1.3,0.4819365079365079,0.0,166.62610067402838,2.938731934286215
CAR020,34.47,10,65.1,1266.0,26.1,0,0,259.3,0.44,3.38,210.11,17.906,0,1,0,11.734055623813248,0.08522202655751748,5.2976331360946745,0.0,0.3438042328042328,0.0,404.47289735284266,6.21310134182554
CAR017,37.6,20,67.3,700.0,16.7,1,2,271.9,0.11,1.03,64.81,9.261,0,1,0,6.998164345103121,0.14289461502854497,8.991262135922328,1.0,0.19870370370370372,0.34791666666666665,263.13097937587736,3.909821387457316
CAR152,15.94,20,66.6,700.0,27.85,1,2,184.8,0.43,3.68,248.99,15.143,0,0,1,16.44258073037047,0.06081770352222981,4.114945652173913,1.1,0.3159259259259259,0.5802083333333333,262.09473684210525,3.9353564090406197
CAR066,21.47,20,31.5,1699.0,39.6,1,2,414.3,0.59,3.96,127.63,20.3965,1,0,0,6.25744613046356,0.15980960589203166,5.1506313131313135,1.3,0.3577566137566137,0.8250000000000001,134.34736842105264,4.26499582289056
