Vehicle_ID,Fuel_Remaining_L,Ethanol_Blend,Speed_kmph,RPM,Temperature_C,AC,Traffic_Level,Road_Type,Vehicle_Load_kg,Acceleration,Driving_Time_hr,Distance_Travelled_km,Fuel_Consumed_L
CAR144,28.86,20,16.7,2368.0,32.0,1,0,City,448.3,0.07,4.13,66.21,9.803
CAR176,7.21,20,46.7,2487.0,18.9,0,0,city,300.6,0.21,4.37,190.55,6.8495
CAR129,27.12,20,69.8,2855.0,26.8,0,2,Highway,198.6,0.77,0.42,25.27,4.019
CAR091,28.78,85,35.9,2328.0,23.3,1,2,City,93.4,0.44,1.47,52.87,18.541
CAR136,36.42,0,20.5,2438.0,23.8,1,2,Highway,132.9,0.54,4.31,78.46,7.632
CAR091,35.09,85,44.9,2957.0,29.7,1,1,City,222.0,0.08,1.0,40.24,13.877
CAR178,31.21,20,73.8,3066.0,26.8,1,1,Highway,300.4,0.2,0.84,59.94,7.865
CAR128,27.22,20,71.5,1101.0,24.0,1,1,City,232.5,0.37,1.7,104.78,16.496
CAR179,18.85,20,64.3,956.0,38.1,1,1,Highway,238.1,0.33,2.22,147.34,17.9075
CAR124,8.29,0,5.0,2474.0,21.9,1,1,City,402.6,0.57,0.99,4.44,0.538
CAR106,9.89,20,46.5,2713.0,27.8,1,0,City,144.4,0.55,4.47,194.98,9.3955
CAR172,25.25,20,47.5,1125.0,35.3,0,2,,334.7,0.45,0.7,28.36,3.791
CAR069,18.87,10,57.0,2448.0,31.4,0,1,City,306.5,0.37,3.87,204.03,17.9265
CAR104,39.5,20,37.7,2389.0,33.2,0,0,,194.3,0.45,2.8,106.18,13.536
CAR065,7.45,10,34.8,2469.0,33.4,1,1,City,265.5,0.18,4.21,138.3,7.0775
CAR092,34.3,20,50.1,,35.8,1,0,Highway,165.8,0.37,4.13,197.15,27.152
CAR192,34.75,10,38.3,2191.0,25.5,1,2,City,279.6,0.32,3.54,134.01,19.053
CAR189,25.37,20,60.7,1897.0,29.9,0,2,City,314.0,0.59,4.18,241.09,24.1015
CAR037,44.62,10,,1773.0,23.6,1,1,Highway,282.6,0.88,3.17,101.71,13.043
CAR130,22.74,20,51.7,1610.0,26.7,0,0,City,294.5,0.45,2.64,131.15,18.152
CAR097,4.74,85,46.3,2947.0,41.9,0,1,Highway,,0.77,0.82,34.72,4.503
CAR043,31.54,10,30.8,2606.0,28.6,0,2,City,434.7,0.25,3.74,111.66,16.586
CAR054,20.8,10,57.9,2480.0,38.4,1,1,City,316.2,0.23,3.63,218.44,19.759999999999998
CAR150,6.32,20,67.5,2689.0,25.8,1,2,City,428.1,0.49,2.02,139.67,6.004
CAR048,25.25,20,43.6,1584.0,32.0,1,2,City,400.2,0.72,0.68,28.19,5.199
CAR108,40.11,20,64.8,2277.0,32.6,0,0,City,282.1,0.48,1.05,63.26,9.923
CAR112,34.6,10,27.1,2314.0,20.4,0,1,City,124.0,0.5,4.24,118.19,15.36
CAR159,8.79,10,90.0,2054.0,20.5,0,2,Highway,71.8,0.37,0.91,85.23,8.350499999999998
CAR145,40.32,20,59.4,2029.0,25.2,1,1,Rural,224.1,0.21,2.27,114.61,16.223
CAR197,31.74,0,68.7,1942.0,24.8,1,1,City,282.2,0.63,3.52,228.62,23.823
CAR084,17.76,10,50.9,2082.0,43.1,1,0,,317.0,0.38,1.46,73.9,10.766
CAR112,5.86,10,64.5,1383.0,29.9,0,2,Highway,442.4,0.67,2.44,159.54,5.567
CAR059,38.39,20,36.9,1907.0,34.0,1,1,,365.1,0.71,2.42,92.63,16.504
CAR160,9.08,10,58.9,1943.0,,1,1,City,339.7,0.1,0.28,15.21,2.032
CAR020,14.94,10,54.0,2803.0,23.0,0,2,Highway,152.0,0.4,1.69,80.9,10.323
CAR161,17.76,85,22.4,2750.0,31.8,0,1,Highway,237.0,0.59,3.15,64.99,16.872
CAR162,13.02,20,46.4,,31.1,1,1,Rural,299.8,0.84,4.41,214.77,12.369
CAR086,19.78,85,59.1,1440.0,23.9,1,2,City,200.2,0.64,1.6,90.65,18.791
CAR166,15.46,85,73.2,1122.0,29.0,0,1,City,434.5,0.1,2.26,166.0,14.687
CAR163,12.22,20,45.6,2148.0,34.3,1,1,City,291.9,0.07,1.35,61.68,10.087
CAR165,17.18,0,45.5,1942.0,33.4,0,1,City,380.4,0.18,0.93,43.6,4.157
CAR164,29.85,20,34.0,3163.0,20.3,0,2,Rural,386.1,0.39,2.26,80.22,13.431
CAR177,18.73,20,6.9,2197.0,21.4,1,0,City,414.0,0.44,0.41,2.93,0.479
CAR148,20.94,10,62.4,1460.0,17.5,1,1,Highway,440.8,0.71,0.9,52.59,6.277
CAR075,29.28,20,48.3,3829.0,19.3,1,2,Rural,153.9,0.2,1.52,74.41,12.769
CAR123,22.03,10,22.1,2836.0,34.2,1,1,Highway,292.4,0.39,4.04,89.72,11.455
CAR019,9.23,10,33.3,1439.0,23.7,0,1,City,297.7,0.4,2.54,72.29,8.7685
CAR153,30.63,10,94.5,1191.0,39.0,1,0,Rural,300.0,0.33,4.17,372.58,29.098499999999998
CAR101,30.8,0,58.8,2898.0,20.4,1,1,Rural,292.5,0.39,1.59,88.53,8.971
CAR109,17.91,10,48.9,1915.0,29.2,1,2,Highway,136.6,0.08,4.27,208.57,17.014499999999998
CAR018,36.54,10,49.8,3013.0,20.3,1,1,Highway,304.5,0.39,4.01,181.5,21.989
CAR002,9.63,10,64.7,1279.0,29.8,1,0,,,0.43,3.84,215.53,9.1485
CAR160,24.84,10,41.5,2274.0,38.7,1,2,Highway,106.0,0.49,3.19,118.27,16.228
CAR089,43.87,10,26.3,1626.0,9.0,1,1,City,184.5,0.49,0.74,18.39,2.542
CAR105,15.59,20,72.4,,34.2,1,1,Rural,222.2,0.34,2.26,160.47,14.8105
CAR099,27.39,10,50.6,2041.0,33.6,0,0,City,418.1,0.06,4.31,193.03,21.038
CAR006,29.3,10,51.4,1826.0,8.0,0,2,city,120.9,0.4,2.64,133.2,17.937
CAR087,16.03,20,36.0,2044.0,12.3,1,0,City,443.9,0.77,3.63,112.54,15.2285
CAR104,13.82,10,49.7,7442.120555878988,27.0,0,2,City,371.9,0.45,4.14,185.83,13.129
CAR015,8.26,20,29.4,914.0,29.1,1,2,City,221.8,0.75,2.03,61.71,7.8469999999999995
CAR192,44.29,20,70.0,1856.0,26.0,0,1,Rural,81.1,0.51,3.32,213.35,31.864
CAR055,30.9,20,265.53676472812407,1905.0,27.8,0,2,Highway,322.8,0.45,0.3,14.88,2.108
CAR122,7.39,20,34.7,1507.0,23.4,0,2,,321.4,0.07,3.37,117.41,7.020499999999999
CAR145,12.39,0,45.1,2687.0,19.2,0,1,City,411.5,0.06,2.32,102.71,9.43
CAR136,24.7,10,53.1,3567.0,31.2,1,1,City,298.1,0.5,0.84,38.67,6.062
CAR056,21.28,85,,2170.0,33.3,1,1,Rural,218.4,0.06,3.37,121.47,20.216
CAR067,6.79,20,32.8,2260.0,40.2,1,0,City,112.1,0.38,1.62,48.35,6.4505
CAR175,14.7,20,35.7,1865.0,,1,0,Highway,87.4,0.43,3.53,120.94,13.964999999999998
CAR160,31.23,10,63.7,2741.0,24.4,1,0,Rural,410.1,0.83,1.7,105.38,13.323
CAR022,23.31,20,49.3,1956.0,43.0,1,1,Highway,250.1,0.89,2.78,126.75,21.643
CAR070,37.26,20,48.3,2015.0,19.6,0,0,Rural,268.9,0.23,3.4,166.82,20.104
CAR145,39.57,20,44.4,3448.0,35.1,1,0,City,82.9,0.56,2.31,95.49,15.987
CAR116,15.66,10,48.0,2247.0,48.0,1,0,Rural,405.7,0.18,1.33,57.54,7.932
CAR058,44.77,85,47.0,2723.0,31.9,0,0,City,170.0,0.88,2.33,96.0,33.417
CAR122,20.15,20,52.9,2845.0,24.8,1,0,City,298.0,0.06,2.99,150.26,19.1425
CAR173,5.64,20,73.5,1076.0,29.7,1,1,City,207.1,0.53,4.38,332.25,5.358
CAR026,27.33,20,24.1,1480.0,23.1,1,0,Rural,316.2,0.4,3.09,69.72,10.247
CAR118,7.5,20,74.8,1285.0,29.0,1,1,City,368.9,0.47,4.44,283.84,7.125
CAR154,31.35,85,24.5,1610.0,28.7,1,2,Rural,,0.23,2.41,58.21,19.667
CAR187,14.7,20,52.8,2133.0,26.0,0,1,City,,0.11,1.82,98.07,13.964999999999998
CAR081,32.18,20,49.4,2148.0,10.8,1,1,rural,114.9,0.12,0.2,8.55,1.313
CAR172,19.42,10,48.4,2457.0,32.9,1,1,Highway,112.9,0.15,1.75,75.84,7.396
CAR138,6.39,20,55.6,1391.0,40.5,1,0,City,305.7,0.2,4.18,230.0,6.070499999999999
CAR117,14.63,20,14.1,854.0,34.4,1,0,Rural,140.5,0.83,0.37,4.78,0.686
CAR031,34.89,10,46.0,2203.0,37.3,0,2,Rural,233.6,0.27,4.39,195.18,25.782
CAR167,28.42,20,64.1,2027.0,14.9,0,2,Highway,147.5,0.47,0.76,45.61,6.932
CAR141,44.24,85,30.4,2511.0,29.3,1,0,City,,0.32,3.16,89.37,30.077
CAR145,27.71,20,15.3,2035.0,28.2,0,1,City,351.5,0.23,3.2,51.19,7.905
CAR198,14.22,20,45.3,2397.0,27.2,1,1,City,242.8,0.82,0.61,24.4,4.428
CAR180,19.26,0,74.0,2155.0,33.1,1,1,City,213.4,0.44,0.9,62.67,6.94
CAR047,25.13,10,26.4,2106.0,28.1,0,1,Highway,196.1,0.79,0.8,19.31,2.479
CAR022,20.25,10,64.1,1927.0,24.9,0,1,City,161.3,0.83,4.42,255.28,19.2375
CAR171,10.33,10,40.4,2775.0,16.4,1,1,City,350.0,0.62,3.53,134.81,9.8135
CAR028,6.53,85,45.1,2762.0,33.6,1,1,City,422.4,0.35,2.43,111.88,6.2035
CAR041,9.69,10,28.1,2381.0,14.9,1,1,City,139.7,0.39,4.16,105.72,9.205499999999999
CAR001,10.02,10,55.0,2763.0,28.4,0,0,Highway,362.3,0.52,0.92,47.26,5.003
CAR074,22.3,0,72.4,2721.0,18.1,0,2,Rural,104.2,0.43,3.82,268.15,21.185
CAR005,21.32,85,75.6,1986.0,27.2,1,0,Highway,168.3,0.3,0.87,66.7,20.253999999999998
CAR052,6.88,20,34.3,1054.0,19.3,1,2,Highway,153.2,0.51,3.93,125.55,6.536
CAR162,16.43,0,75.5,1459.0,31.3,1,0,City,255.8,0.44,3.66,259.63,15.6085
CAR024,38.01,85,43.5,2149.0,17.2,1,2,Rural,331.1,0.33,2.55,103.69,36.1095
CAR101,27.01,20,68.2,2781.0,18.6,1,2,Rural,194.1,0.12,0.95,64.34,10.772
CAR175,30.97,0,56.6,1590.0,14.2,1,1,Rural,191.3,0.87,2.66,131.31,13.25
CAR190,30.21,85,61.4,2010.0,22.0,0,0,Highway,227.9,0.31,0.7,43.12,12.934
CAR103,39.74,10,61.5,1678.0,23.2,1,2,Rural,162.3,0.19,3.28,210.59,26.983
CAR153,2.54,0,10.1,2722.0,27.6,1,1,Highway,78.8,0.65,1.32,12.99,1.162
CAR001,17.04,10,55.9,1246.0,,0,2,Highway,209.4,0.78,3.51,205.04,16.188
CAR025,37.13,10,26.4,2422.0,21.2,0,2,Rural,282.4,0.07,2.09,51.19,5.969
CAR113,42.2,10,16.5,1633.0,30.0,1,1,Rural,118.9,0.48,0.33,4.9,0.604
CAR058,25.45,0,29.3,2855.0,43.2,0,1,Highway,144.1,0.77,3.8,114.06,11.845
CAR063,32.65,85,84.3,1325.0,28.5,0,1,City,142.4,0.76,2.9,241.37,31.0175
CAR055,22.81,10,48.1,2743.0,30.8,1,1,Rural,429.9,0.69,2.81,138.72,20.096
CAR025,32.68,0,54.6,,28.1,1,1,City,158.4,0.31,4.12,219.65,23.721
CAR090,9.55,10,101.8,2824.0,28.2,1,1,City,215.6,0.13,2.27,235.58,9.0725
CAR119,20.21,85,,1223.0,,0,1,City,239.6,0.6,4.09,119.78,19.1995
CAR139,40.95,10,71.2,2289.0,32.2,1,1,City,146.0,0.69,2.62,194.1,27.761
CAR108,37.77,10,48.2,1920.0,30.3,1,0,Highway,238.8,0.55,2.05,86.93,9.772
CAR085,35.23,10,7.1,1520.0,19.5,0,1,City,332.3,0.68,0.85,5.23,0.67
CAR125,35.01,0,26.5,3260.0,31.5,0,1,Highway,,0.18,0.47,12.03,0.895
CAR198,18.67,10,23.8,3164.0,17.7,1,1,Highway,255.4,0.59,2.05,46.51,5.477
CAR132,35.98,10,86.9,1203.0,9.2,1,2,Highway,412.2,0.5,1.07,83.13,10.865
CAR188,4.56,0,48.0,1683.0,32.3,1,0,Highway,349.5,0.32,3.69,169.59,4.332
CAR199,13.95,0,45.4,2590.0,31.3,1,1,,159.9,0.48,1.11,44.87,3.418
CAR005,25.22,10,34.9,1634.0,32.4,1,0,Highway,420.9,0.5,2.06,65.14,6.505
CAR051,29.85,20,79.6,3098.0,13.2,1,0,City,142.3,0.22,0.27,21.36,3.238
CAR098,31.62,0,70.1,1605.0,28.2,1,2,City,265.8,0.11,2.94,216.26,21.953
CAR079,32.67,20,107.2,3923.0,39.5,1,1,highway,143.1,0.27,1.99,188.72,31.0365
CAR068,10.5,20,84.3,2867.0,19.0,0,0,,224.2,0.49,1.47,108.61,9.975
CAR039,34.23,0,66.7,2331.0,28.2,1,0,Highway,86.3,0.56,0.56,31.94,2.578
CAR005,4.75,10,65.4,1914.0,22.1,1,0,Highway,123.0,0.53,3.98,262.69,4.5125
CAR041,14.21,0,82.5,2393.0,36.2,1,1,City,264.4,0.12,2.58,207.88,13.4995
CAR117,29.53,85,42.2,700.0,36.2,1,2,Highway,325.8,0.61,1.03,40.28,13.557
CAR100,21.56,20,65.2,1479.0,47.3,0,0,Rural,374.1,0.57,0.46,27.33,4.493
CAR170,43.94,20,21.2,1325.0,33.8,0,1,City,154.4,0.78,4.1,86.88,14.427
CAR050,16.9,85,52.5,2002.0,34.5,1,2,City,425.4,0.61,2.92,140.9,16.054999999999996
CAR155,25.64,0,81.8,2442.0,34.2,1,0,City,225.6,0.54,3.95,318.69,24.358
CAR158,13.16,85,61.5,3017.0,47.1,0,2,,331.7,0.51,2.05,120.12,12.501999999999999
CAR038,6.96,10,42.2,2420.0,27.1,0,2,City,247.2,0.73,4.26,187.93,6.612
CAR023,15.45,0,73.6,3913.0,38.9,1,1,Rural,72.6,0.81,1.95,140.68,14.677499999999998
CAR138,10.65,10,33.4,2358.0,24.1,1,1,City,86.8,0.61,1.27,41.26,5.427
CAR194,10.77,20,94.6,1391.0,18.9,1,0,Rural,403.4,0.38,2.52,225.55,10.231499999999999
CAR028,33.56,10,54.1,1857.0,30.7,0,1,Highway,141.3,0.2,0.42,20.38,1.974
CAR008,25.09,85,59.2,2023.0,29.1,0,2,Highway,204.8,0.22,0.98,55.66,17.973
CAR042,20.5,0,53.7,2191.0,16.2,0,0,Highway,126.2,0.49,3.85,213.45,13.745
CAR121,10.66,85,50.5,700.0,22.8,0,0,City,152.4,0.51,2.43,117.3,10.126999999999999
CAR109,41.7,20,60.5,3022.0,36.1,0,2,Rural,369.7,0.81,4.1,247.13,39.615
CAR041,8.9,10,51.4,3168.0,25.5,0,2,Rural,239.1,0.21,1.01,44.57,5.806
CAR093,19.4,20,46.2,2086.0,12.9,1,1,Rural,386.0,0.59,1.2,50.42,7.708
CAR055,30.06,20,17.9,2435.0,45.3,0,1,Highway,393.1,0.71,3.22,54.54,9.153
CAR134,4.09,10,42.6,2292.0,23.0,1,1,City,234.6,0.35,0.29,12.84,1.705
CAR131,16.57,85,46.6,2412.0,23.3,0,1,Highway,368.8,0.39,4.36,191.66,15.7415
CAR025,26.87,20,67.5,1936.0,25.8,1,2,Highway,441.5,0.23,2.92,198.51,25.5265
CAR172,25.99,10,91.4,2396.0,26.3,1,1,Highway,346.1,0.41,3.68,296.09,24.690499999999997
CAR088,12.41,85,76.5,1880.0,45.1,1,1,City,314.3,0.75,3.41,229.93,11.7895
CAR055,15.18,20,14.6,2390.0,18.6,0,0,Rural,168.1,0.51,1.21,15.44,2.047
CAR158,2.85,20,29.9,1627.0,,1,0,,412.5,0.47,2.68,77.72,2.7075
CAR167,40.86,20,72.6,2329.0,37.0,0,2,Rural,213.1,0.83,1.01,66.08,11.643
CAR068,11.16,10,49.6,2260.0,32.5,1,1,Rural,256.3,0.88,4.25,199.51,10.602
CAR050,15.48,20,38.0,2992.0,36.0,1,1,Highway,387.1,0.12,3.37,113.07,14.706
CAR070,38.38,10,59.2,1514.0,31.4,1,1,Highway,,0.53,4.13,226.05,27.595
CAR049,10.81,10,47.9,1351.0,47.3,0,2,rural,419.6,0.11,2.52,103.33,10.2695
CAR090,35.18,20,,2214.0,15.7,1,0,City,412.0,0.39,1.58,50.12,8.111
CAR077,29.42,10,66.9,2496.0,25.7,1,0,City,126.6,0.42,4.24,276.51,27.949
CAR099,36.62,10,65.1,2166.0,17.5,0,0,Highway,246.0,0.31,0.45,28.56,2.69
CAR069,9.11,20,37.8,,16.5,1,1,Highway,110.8,0.43,0.58,19.24,2.896
CAR181,9.01,10,55.1,2312.0,17.4,0,1,,222.0,0.18,0.87,46.67,5.7
CAR026,25.76,10,53.7,2084.0,24.7,1,2,City,253.2,0.12,4.09,192.67,24.472
CAR157,22.85,85,38.8,2289.0,26.0,0,2,City,137.4,0.9,0.31,11.09,4.132
CAR102,10.77,10,92.9,2702.0,36.6,0,2,Rural,161.1,0.12,4.48,367.88,10.231499999999999
CAR109,26.59,10,42.9,2859.0,5.1,0,1,Highway,372.4,0.73,1.17,45.9,5.704
CAR192,12.91,20,46.6,2079.0,31.5,1,1,City,432.2,0.87,1.17,47.07,8.272
CAR079,18.46,20,59.4,2818.0,31.9,1,2,Highway,274.4,0.62,3.22,173.84,17.537
CAR008,36.5,20,39.5,2556.0,,0,0,City,143.7,0.76,2.54,87.71,13.813
CAR136,43.08,0,37.7,2654.0,40.4,1,0,Rural,214.6,0.63,3.49,112.11,12.316
CAR101,31.15,20,31.0,1620.0,30.6,1,1,City,181.8,0.53,1.24,40.09,7.239
CAR024,39.49,20,81.9,2802.0,21.7,1,1,City,154.7,0.46,0.24,17.28,2.924
CAR117,21.57,20,89.6,2909.0,23.0,1,2,Rural,160.5,0.08,0.5,45.81,7.603
CAR135,33.56,10,20.2,1555.0,29.7,0,0,Highway,424.9,0.44,1.27,22.45,2.065
CAR169,27.13,0,39.3,3208.0,27.2,1,1,City,446.8,0.49,0.91,35.77,4.417
CAR065,26.46,85,49.2,1920.0,30.1,1,0,City,279.4,0.75,3.12,132.62,25.137
CAR111,36.35,20,75.2,2974.0,26.6,1,0,Highway,102.5,0.18,1.26,98.44,13.258
CAR168,18.64,10,54.6,1102.0,41.3,1,2,City,447.6,0.64,3.63,187.78,17.708
CAR119,6.46,20,72.0,2439.0,28.3,1,1,Highway,208.5,0.86,0.9,58.63,6.137
CAR116,7.71,20,23.2,1600.0,11.7,1,2,City,,0.13,2.87,61.46,7.3245
CAR063,7.49,10,57.1,2185.0,22.4,1,0,City,171.7,0.15,3.57,192.6,7.1155
CAR126,10.17,20,85.9,1673.0,28.0,1,0,City,86.1,0.38,0.4,32.02,4.635
CAR101,9.61,10,53.1,3274.0,22.7,0,1,,110.9,0.67,0.94,44.38,6.488
CAR071,35.57,20,81.2,1881.0,34.7,1,1,rural,383.9,0.61,1.21,97.33,15.564
CAR002,26.48,85,48.8,3292.0,43.7,0,1,City,440.8,0.79,4.33,198.98,25.156
CAR013,36.72,20,63.3,2395.0,25.1,1,1,City,77.5,0.34,2.02,113.05,17.999
CAR069,38.24,20,25.1,2289.0,28.1,1,1,Highway,228.5,0.85,1.47,31.46,5.107
CAR124,39.34,10,63.9,2654.0,27.1,0,1,Rural,237.9,0.52,3.37,218.85,25.387
CAR145,11.82,10,75.2,1765.0,30.4,1,0,City,182.1,0.48,2.3,165.63,11.229
CAR036,4.74,0,84.0,1706.0,21.6,1,1,City,155.0,0.37,3.83,303.15,4.503
CAR156,27.71,0,19.1,2571.0,24.4,1,1,City,360.7,0.55,0.87,16.69,1.903
CAR190,21.44,10,28.7,1923.0,23.4,0,0,Rural,446.9,0.76,0.85,21.86,2.634
CAR171,42.24,20,26.4,1942.0,18.1,0,1,City,435.4,0.65,4.15,93.89,15.566
CAR025,40.34,0,56.9,2420.0,26.4,0,2,City,85.3,0.09,4.08,233.54,23.184
CAR073,32.63,0,61.7,2596.0,34.5,0,0,Rural,338.4,0.42,1.52,96.25,7.846
CAR087,12.43,20,53.1,2149.0,15.4,0,2,City,298.3,0.27,2.48,126.55,11.808499999999999
CAR195,12.57,20,29.5,2021.0,40.7,0,1,City,103.5,0.6,3.74,94.7,11.9415
CAR113,13.69,0,66.4,2729.0,26.1,0,2,City,179.0,0.11,3.98,240.74,13.0055
CAR123,40.96,20,74.0,2107.0,26.4,0,2,city,132.2,0.89,0.62,42.16,7.492
CAR187,14.09,20,50.7,1951.0,48.0,1,2,City,219.8,0.33,3.1,145.74,13.385499999999999
CAR010,20.94,10,5.0,2408.0,28.1,0,2,Rural,221.8,0.14,0.44,2.07,0.283
CAR044,12.68,0,54.6,,31.9,0,2,City,264.1,0.86,0.67,38.35,4.932
CAR091,6.46,20,61.5,1911.0,35.8,0,2,Highway,,0.8,2.86,161.6,6.137
CAR081,8.82,0,51.5,2644.0,19.2,1,1,Rural,354.1,0.69,1.79,78.85,8.276
CAR019,37.65,10,39.3,2093.0,23.5,0,1,Highway,444.9,0.65,0.5,20.58,2.397
CAR118,16.08,20,47.7,1461.0,34.8,1,1,Highway,99.8,0.72,3.88,169.49,15.275999999999998
CAR008,20.29,20,29.2,2661.0,27.3,0,0,Highway,74.7,0.29,1.4,41.35,4.678
CAR176,8.7,10,37.4,1670.0,23.6,1,0,City,265.6,0.24,2.23,72.8,8.264999999999999
CAR116,20.47,0,48.8,1665.0,,0,0,City,269.0,0.61,3.43,145.74,12.977
CAR083,6.11,0,72.1,1739.0,39.9,0,2,City,413.3,0.13,3.41,248.34,5.8045
CAR047,7.54,85,58.5,,15.9,1,1,City,253.3,0.16,2.12,111.93,7.162999999999999
CAR127,30.37,0,51.2,3146.0,38.7,1,0,Highway,344.1,0.79,1.6,79.16,7.958
CAR107,32.92,10,50.1,2858.0,31.3,0,2,Rural,322.9,0.87,1.06,49.82,7.505
CAR150,3.54,20,73.5,2497.0,23.0,0,2,Rural,221.3,0.52,1.58,114.56,3.363
CAR193,32.33,20,55.9,2053.0,34.1,0,0,Highway,103.1,0.55,1.3,63.59,8.145
CAR154,13.22,20,54.0,2908.0,,0,0,Highway,328.6,0.56,2.37,127.55,12.559
CAR141,43.58,0,57.4,1664.0,30.9,1,1,Rural,423.2,0.39,1.55,87.36,7.279
CAR054,14.28,10,48.5,2734.0,23.9,1,1,City,407.3,0.18,2.19,103.19,13.565999999999999
CAR076,39.87,10,71.2,2260.0,43.7,0,1,Rural,203.1,0.24,0.33,23.52,2.818
CAR194,11.05,0,31.1,2430.0,28.3,1,1,,156.2,0.14,0.49,15.97,1.421
CAR180,20.79,20,21.9,1208.0,29.7,1,1,City,371.2,0.18,4.15,90.34,14.07
CAR026,36.48,20,78.1,3212.0,26.3,1,2,Highway,364.2,0.85,2.42,198.01,34.656
CAR034,13.29,20,79.6,2194.0,30.3,1,1,Highway,259.7,0.35,0.83,57.69,8.625
CAR175,36.9,0,64.1,1999.0,18.3,1,0,Highway,355.1,0.69,3.27,213.63,17.957
CAR017,9.92,20,28.3,10490.796215231025,23.3,1,2,Rural,323.1,0.44,3.02,77.89,9.424
CAR052,26.95,20,52.4,2249.0,29.2,1,1,Highway,445.3,0.44,1.08,58.08,8.136
CAR119,31.08,10,46.0,2779.0,21.6,1,0,City,335.2,0.18,3.71,150.13,20.137
CAR049,25.63,0,40.0,1857.0,39.2,1,1,Highway,72.6,0.83,1.99,69.19,7.651
CAR134,16.8,20,74.5,2554.0,37.2,0,2,,182.5,0.2,3.42,255.69,15.959999999999999
CAR187,28.55,10,,2920.0,32.0,0,1,City,117.2,0.08,2.23,148.93,17.681
CAR162,19.25,85,55.6,2369.0,9.8,0,1,City,302.2,0.35,3.46,167.42,18.287499999999998
CAR196,13.12,0,,2518.0,22.5,0,0,Highway,176.9,0.33,3.03,204.84,11.744
CAR053,4.9,10,47.5,3285.0,22.4,0,0,City,348.7,0.08,1.15,47.65,4.655
CAR055,44.6,20,31.9,2624.0,23.4,0,2,City,247.9,0.82,4.08,121.5,23.258
CAR168,19.14,85,5.0,2276.0,18.8,0,2,City,135.2,0.28,4.18,21.25,7.372
CAR024,37.46,10,42.3,1578.0,10.7,0,0,Highway,106.8,0.41,2.18,85.47,8.463
CAR137,41.33,10,78.9,1266.0,26.4,1,2,Rural,395.2,0.87,1.18,92.74,14.113
CAR043,26.32,0,56.4,2870.0,26.2,1,0,City,263.8,0.19,1.16,61.01,5.696
CAR039,36.49,10,13.5,1975.0,42.3,0,1,Highway,253.8,0.17,2.86,34.51,3.911
CAR027,42.06,10,88.5,2147.0,33.2,1,1,City,108.0,0.08,1.87,151.8,18.576
CAR153,32.53,0,75.5,2689.0,23.8,1,1,Highway,228.1,0.67,0.28,18.79,1.747
CAR078,13.52,0,63.5,1076.0,38.5,1,0,Rural,94.4,0.77,2.94,159.51,12.844
CAR052,25.35,20,57.1,1734.0,21.2,0,1,Rural,317.0,0.59,0.49,29.13,4.705
CAR134,43.99,10,50.8,2989.0,,0,1,City,,0.34,3.8,190.55,24.943
CAR059,10.5,10,53.9,2644.0,33.4,0,1,City,285.4,0.5,1.56,76.81,9.975
CAR185,20.6,85,30.2,2510.0,35.1,1,1,,145.5,0.85,0.63,17.38,6.035
CAR158,31.08,10,5.0,3146.0,23.7,1,1,Highway,428.1,0.44,0.23,1.07,0.119
CAR089,9.72,10,58.6,1665.0,23.3,1,2,City,231.0,0.22,1.41,77.56,9.234
CAR069,37.07,0,27.2,2139.0,30.8,0,0,Rural,367.7,0.38,1.46,37.33,2.608
CAR024,41.18,10,84.5,2208.0,31.5,0,2,City,160.6,0.33,1.86,150.64,20.893
CAR134,7.48,10,54.5,1387.0,37.5,0,2,City,110.2,0.28,1.99,102.11,7.106
CAR169,14.06,0,43.8,2287.0,,1,1,City,181.8,0.64,1.81,71.83,8.053
CAR185,6.92,20,82.2,3437.0,27.7,1,2,city,158.7,0.77,3.49,286.02,6.574
CAR134,17.79,85,71.2,1486.0,29.3,1,2,Rural,374.7,0.89,3.66,231.06,16.900499999999997
CAR137,20.18,10,,2180.0,29.9,1,1,Highway,296.7,0.36,2.76,120.0,13.295
CAR128,18.16,10,19.3,2917.0,16.9,1,1,Rural,198.2,0.53,0.39,6.75,0.911
CAR004,15.52,20,61.2,2217.0,19.5,0,2,Rural,156.9,0.36,3.52,196.06,14.744
CAR131,28.27,10,61.3,2567.0,25.5,1,0,Highway,447.2,0.27,0.71,42.52,4.452
CAR074,24.85,10,44.0,1723.0,40.3,0,1,Highway,128.2,0.17,2.72,111.17,12.186
CAR144,6.31,85,34.8,1932.0,29.6,1,0,,148.0,0.73,3.03,102.53,5.9944999999999995
CAR022,18.06,20,82.0,1663.0,35.2,1,1,Highway,398.8,0.65,0.53,37.77,5.768
CAR049,37.19,85,28.9,1896.0,48.0,1,0,City,349.8,0.58,0.69,17.93,6.737
CAR161,17.42,0,81.1,2172.0,33.1,1,1,Rural,428.5,0.58,1.23,101.51,10.28
CAR024,44.41,0,43.1,2608.0,32.1,0,1,Rural,234.1,0.3,1.01,44.48,3.968
CAR078,30.18,20,52.4,2549.0,31.1,1,1,City,283.6,0.15,1.68,87.9,13.847
CAR027,25.33,10,36.8,2751.0,40.4,0,1,City,435.9,0.26,3.82,139.32,19.34
CAR055,41.13,0,19.5,2745.0,26.5,1,0,City,96.0,0.66,2.89,54.06,5.879
